5,44;TimeToHit;0

301,58;TimeToHit;293,6

304,08;TimeToHit;301,58

305,1;TimeToHit;304,08

305,6;TimeToHit;305,1

307,1;TimeToHit;305,6

322,18;TimeToHit;307,1

323,84;TimeToHit;322,18

325,04;TimeToHit;323,84

492,56;TimeToHit;379,72

373,32;TimeToHit;370,16

583,84;TimeToHit;540,88

775,64;TimeToHit;740,9

777,1;TimeToHit;775,64

779,98;TimeToHit;777,1

833,24;TimeToHit;802,82

912,42;TimeToHit;848,06

1028,9;TimeToHit;982,78

1353,32;TimeToHit;1335,42

1354,66;TimeToHit;1353,32

1496,22;TimeToHit;1370,86

1535,88;TimeToHit;1535,44

2517,32;TimeToHit;2514,12

3202,9;TimeToHit;3177,38

3445,44;TimeToHit;3432,9

3458,82;TimeToHit;3445,44

3458,82;TimeToHit;3458,82

3459,58;TimeToHit;3458,82

3459,58;TimeToHit;3459,58

3583,16;TimeToHit;3542,08

3900,56;TimeToHit;3874,1

4709,88;TimeToHit;4680,1

4734,22;TimeToHit;4710,12

4781,98;TimeToHit;4734,22

5010,64;TimeToHit;4962,74

5051,6;TimeToHit;5010,64

5107,1;TimeToHit;5058,08

5107,36;TimeToHit;5107,1

5437,76;TimeToHit;5420,9

5477,4;TimeToHit;5442,16

6128,54;TimeToHit;6116,9

6207,32;TimeToHit;6198,12

6511,98;TimeToHit;6463,46

6538,74;TimeToHit;6524,84

6602,72;TimeToHit;6566,74

7096,5;TimeToHit;7039,44

7173,68;TimeToHit;7116,82

7216,16;TimeToHit;7178,4

7368,96;TimeToHit;7296,22

7371,64;TimeToHit;7368,96

7375,06;TimeToHit;7371,64

7585,1;TimeToHit;7562,18

7603,62;TimeToHit;7585,1

7651,44;TimeToHit;7603,62

8092,9;TimeToHit;8035,42

8097,36;TimeToHit;8092,9

8097,36;TimeToHit;8097,36

8273,56;TimeToHit;8255,399

8297,76;TimeToHit;8273,56

8420,22;TimeToHit;8393,399

8436,22;TimeToHit;8420,22

8439,58;TimeToHit;8436,22

8442,76;TimeToHit;8439,58

8538,66;TimeToHit;8502,14

8829,7;TimeToHit;8821,399

8941,04;TimeToHit;8916,78

8970,979;TimeToHit;8962,899

8972,979;TimeToHit;8970,979

8976,22;TimeToHit;8972,979

8978,319;TimeToHit;8976,22

8981,04;TimeToHit;8978,319

8981,58;TimeToHit;8981,04

8982,26;TimeToHit;8981,58

8983,6;TimeToHit;8982,26

8998,899;TimeToHit;8983,64

9005,56;TimeToHit;8998,899

9007,56;TimeToHit;9005,56

9644,16;TimeToHit;9592,06

9741,819;TimeToHit;9698,96

9757,84;TimeToHit;9742,74

9868,92;TimeToHit;9847,439

9919,76;TimeToHit;9868,96

9931,12;TimeToHit;9919,76

