193,7;TimeToKill;120,36

256,56;TimeToKill;203,7

280,86;TimeToKill;256,58

836,92;TimeToKill;802,82

3488,52;TimeToKill;3432,9

3900,9;TimeToKill;3874,1

6718,32;TimeToKill;6710,26

7178,36;TimeToKill;7116,82

7225,58;TimeToKill;7178,4

8478,24;TimeToKill;8442,8

9269,16;TimeToKill;9220,819

