166,64;TimeToKill;138,12

541,82;TimeToKill;489,44

807,64;TimeToKill;784,06

867,3;TimeToKill;822,84

903,34;TimeToKill;867,34

1864,22;TimeToKill;1842,12

2092,24;TimeToKill;2081,44

2290,02;TimeToKill;2170,84

3036,24;TimeToKill;3008,1

3802,22;TimeToKill;3704,9

4506,56;TimeToKill;4360,08

4637,42;TimeToKill;4586,1

4973,28;TimeToKill;4946,78

5180,14;TimeToKill;5164,78

5270,72;TimeToKill;5212,84

5702,9;TimeToKill;5661,52

5720,16;TimeToKill;5702,94

5794,12;TimeToKill;5752,06

6920,02;TimeToKill;6898,72

7213,34;TimeToKill;7172,1

7262,84;TimeToKill;7213,38

7366,58;TimeToKill;7274,9

7879,56;TimeToKill;7744,82

7958,2;TimeToKill;7912,7

8000,68;TimeToKill;7958,24

8224,479;TimeToKill;8215,399

8629,54;TimeToKill;8585,399

8718,04;TimeToKill;8652,819

9028,7;TimeToKill;8979,399

9164,22;TimeToKill;9140,28

9462,04;TimeToKill;9382,18

9677,56;TimeToKill;9617,439

10423,72;TimeToKill;10386,74

10448,86;TimeToKill;10423,76

10520,68;TimeToKill;10448,9

10532,56;TimeToKill;10520,72

10559,36;TimeToKill;10540,72

10681,5;TimeToKill;10668,16

11091,18;TimeToKill;11053,48

11282,82;TimeToKill;11260,1

11307,54;TimeToKill;11300,8

11332,22;TimeToKill;11307,58

11478,84;TimeToKill;11456,54

11708,34;TimeToKill;11698,14

11790,06;TimeToKill;11708,38

11876,56;TimeToKill;11847,42

12118,42;TimeToKill;12076,62

12246,5;TimeToKill;12142,68

12428,68;TimeToKill;12408,06

12571,42;TimeToKill;12558,72

12595,14;TimeToKill;12571,46

14010,08;TimeToKill;13975,42

14696,62;TimeToKill;14631,38

15315,34;TimeToKill;15286,66

15572,14;TimeToKill;15538,72

15674,86;TimeToKill;15638,72

15762,68;TimeToKill;15724,06

16313,36;TimeToKill;16291,14

16420,7;TimeToKill;16412,08

16804,96;TimeToKill;16799,38

16823,86;TimeToKill;16805

16838,48;TimeToKill;16823,9

16849,36;TimeToKill;16838,52

16928,48;TimeToKill;16914,12

16954,76;TimeToKill;16947,44

17292,22;TimeToKill;17239,4

