145,42;TimeToHit;138,12

165,16;TimeToHit;145,42

165,5;TimeToHit;165,16

166,64;TimeToHit;165,5

206;TimeToHit;181,46

411,32;TimeToHit;354,08

413,98;TimeToHit;411,32

415,98;TimeToHit;413,98

435,54;TimeToHit;418,86

436,04;TimeToHit;435,54

466,8;TimeToHit;449,4

466,8;TimeToHit;466,8

467,2;TimeToHit;466,8

467,2;TimeToHit;467,2

467,7;TimeToHit;467,2

483,62;TimeToHit;467,7

483,62;TimeToHit;483,62

484,04;TimeToHit;483,62

487,46;TimeToHit;484,04

488,84;TimeToHit;487,46

488,84;TimeToHit;488,84

489,1;TimeToHit;488,84

495,42;TimeToHit;489,44

495,96;TimeToHit;495,42

515,66;TimeToHit;495,96

541,82;TimeToHit;515,66

712,16;TimeToHit;641,88

723,54;TimeToHit;712,2

724,9;TimeToHit;723,54

725,5;TimeToHit;724,9

726;TimeToHit;725,5

731,56;TimeToHit;726

807,64;TimeToHit;784,06

807,64;TimeToHit;807,64

867,3;TimeToHit;822,84

867,3;TimeToHit;867,3

903,34;TimeToHit;867,34

963,6;TimeToHit;938,94

994,06;TimeToHit;984,78

1031,58;TimeToHit;1005,46

1043,12;TimeToHit;1031,58

1161,38;TimeToHit;1140,06

1302,92;TimeToHit;1252,08

1316,24;TimeToHit;1302,92

1318,9;TimeToHit;1316,24

1330,68;TimeToHit;1318,9

1405,58;TimeToHit;1399,42

1406,22;TimeToHit;1405,58

1406,9;TimeToHit;1406,22

1503,1;TimeToHit;1473,4

1512,16;TimeToHit;1503,1

1513,44;TimeToHit;1512,16

1516,92;TimeToHit;1513,44

1555,5;TimeToHit;1524,08

1562,9;TimeToHit;1555,5

1586,42;TimeToHit;1562,9

1618,24;TimeToHit;1587,52

1619,1;TimeToHit;1618,24

1635,78;TimeToHit;1619,1

1637,1;TimeToHit;1635,78

1643,02;TimeToHit;1637,1

1643,76;TimeToHit;1643,02

1796,02;TimeToHit;1698,08

1858,5;TimeToHit;1842,12

1864,22;TimeToHit;1858,5

1920,52;TimeToHit;1915,34

1921,86;TimeToHit;1921,44

1921,86;TimeToHit;1921,86

1953,3;TimeToHit;1921,86

1953,3;TimeToHit;1953,3

2089,56;TimeToHit;2081,44

2090,9;TimeToHit;2089,56

2092,24;TimeToHit;2090,9

2126,22;TimeToHit;2111,68

2137,1;TimeToHit;2126,22

2151,1;TimeToHit;2137,1

2188,82;TimeToHit;2170,84

2282,04;TimeToHit;2188,82

2290,02;TimeToHit;2282,04

2656,98;TimeToHit;2634,9

2657,48;TimeToHit;2656,98

2659,52;TimeToHit;2657,48

2660,86;TimeToHit;2659,52

2662,16;TimeToHit;2660,86

2662,98;TimeToHit;2662,16

