714,9;TimeToHit;614,06

875,6;TimeToHit;826,78

1129,98;TimeToHit;1094,9

1378,64;TimeToHit;1376,08

1631,56;TimeToHit;1606,06

141,1;TimeToHit;118,8

175,76;TimeToHit;141,14

235,76;TimeToHit;225,4

452,42;TimeToHit;418,08

600,14;TimeToHit;560,12

600,14;TimeToHit;600,14

693,34;TimeToHit;618,1

694,42;TimeToHit;693,34

906,28;TimeToHit;884,14

907,9;TimeToHit;906,28

917,46;TimeToHit;907,94

947,7;TimeToHit;917,46

976,9;TimeToHit;947,7

1034,62;TimeToHit;1005,44

1180,22;TimeToHit;1114,08

1309,98;TimeToHit;1237,48

1382,52;TimeToHit;1342,08

1419,76;TimeToHit;1386,7

1419,76;TimeToHit;1419,76

1419,76;TimeToHit;1419,76

1472,7;TimeToHit;1419,8

1537,88;TimeToHit;1472,7

1900,38;TimeToHit;1845,4

1912,22;TimeToHit;1900,42

1992,3;TimeToHit;1928,72

2111,84;TimeToHit;2111,52

2252,36;TimeToHit;2186,78

2255,64;TimeToHit;2252,36

2339,92;TimeToHit;2311,54

2393,28;TimeToHit;2339,92

2432,64;TimeToHit;2393,28

2452,96;TimeToHit;2432,64

2457,1;TimeToHit;2452,96

2704,64;TimeToHit;2683,56

2748,46;TimeToHit;2730,72

3114,18;TimeToHit;3077,5

3140,66;TimeToHit;3140,18

3140,66;TimeToHit;3140,66

3285,34;TimeToHit;3226,8

3286,82;TimeToHit;3285,34

3367,34;TimeToHit;3311,38

3395,64;TimeToHit;3369,88

3497,14;TimeToHit;3467,48

3504,96;TimeToHit;3497,14

3509,06;TimeToHit;3504,96

3546,1;TimeToHit;3522,78

3547,56;TimeToHit;3546,1

3548,92;TimeToHit;3547,56

3641,86;TimeToHit;3624,1

3726,9;TimeToHit;3678,72

3856,88;TimeToHit;3824,12

3922,56;TimeToHit;3895,58

3931,36;TimeToHit;3922,56

3958,4;TimeToHit;3931,4

3973,32;TimeToHit;3958,44

3973,32;TimeToHit;3973,32

4056,8;TimeToHit;4027,14

4082,42;TimeToHit;4065,4

4086,9;TimeToHit;4082,42

4087,26;TimeToHit;4086,9

4119,18;TimeToHit;4087,26

4224,22;TimeToHit;4206,8

4250,78;TimeToHit;4234,08

4417,52;TimeToHit;4397,42

4431,74;TimeToHit;4417,52

4432,9;TimeToHit;4431,74

4433,08;TimeToHit;4432,9

4520,62;TimeToHit;4480,3

4521,34;TimeToHit;4520,62

4550,06;TimeToHit;4521,38

4551,32;TimeToHit;4550,1

4634,04;TimeToHit;4572,86

4652,84;TimeToHit;4634,04

4654,04;TimeToHit;4652,84

4715,34;TimeToHit;4654,08

4907,56;TimeToHit;4893,28

4908,74;TimeToHit;4907,56

4912,36;TimeToHit;4908,74

4913,16;TimeToHit;4912,36

4913,84;TimeToHit;4913,16

4915,7;TimeToHit;4913,84

4917,46;TimeToHit;4915,7

4931,72;TimeToHit;4917,46

4936,22;TimeToHit;4931,72

5013,56;TimeToHit;4988,72

5017,56;TimeToHit;5013,56

5029,38;TimeToHit;5017,56

5313,56;TimeToHit;5262,12

5416,2;TimeToHit;5378,18

5418,48;TimeToHit;5416,2

5418,88;TimeToHit;5418,48

5420,78;TimeToHit;5418,88

5422,76;TimeToHit;5420,78

5640,06;TimeToHit;5570,72

5733,32;TimeToHit;5706,12

5834,64;TimeToHit;5770,74

6262,68;TimeToHit;6240,14

6263,42;TimeToHit;6262,68

6263,42;TimeToHit;6263,42

6552,22;TimeToHit;6510,74

6552,92;TimeToHit;6552,22

6554,9;TimeToHit;6552,92

6996,04;TimeToHit;6960,06

6996,72;TimeToHit;6996,04

7001,18;TimeToHit;6996,72

7327,1;TimeToHit;7301,52

7327,1;TimeToHit;7327,1

7327,76;TimeToHit;7327,1

7328,36;TimeToHit;7327,76

7328,36;TimeToHit;7328,36

7329,44;TimeToHit;7328,36

7329,44;TimeToHit;7329,44

7330,42;TimeToHit;7329,48

7378,48;TimeToHit;7354,02

7396,4;TimeToHit;7378,52

7397,46;TimeToHit;7396,4

7397,46;TimeToHit;7397,46

7398,4;TimeToHit;7397,46

7398,4;TimeToHit;7398,4

